"province","year","scope1_total","gdp_100m_yuan","ci","ln_ci","d_ln_ci"
"Inner Mongolia",2021,843.398873405289,21584.8,0.0390737404750236,-3.24230463671878,-0.198417777234702
"Jiangsu",2008,496.582202115003,31445.7,0.0157917362982857,-4.14826849486725,NA
"Jiangsu",2009,515.622398002454,35074.6,0.0147007349478669,-4.21985778999369,-0.0715892951264392
"Jiangsu",2010,589.821057111109,42175.2,0.0139850209865302,-4.26976845168363,-0.049910661689939
"Jiangsu",2011,636.938060608866,49689.5,0.0128183632479471,-4.35687650740735,-0.0871080557237134
"Jiangsu",2012,656.742258033947,54658.4,0.0120153948530134,-4.42156654699508,-0.0646900395877372
"Jiangsu",2013,706.623820107584,60505.2,0.0116787287721978,-4.4499861455021,-0.0284195985070186
"Jiangsu",2014,708.242386333021,66228.3,0.0106939538887911,-4.53807675434155,-0.0880906088394457
"Jiangsu",2015,721.654866067306,71876,0.0100402758370987,-4.60115069128134,-0.0630739369397935
"Jiangsu",2016,743.044413907817,78261.2,0.00949441631239767,-4.65705140976198,-0.0559007184806353
"Jiangsu",2017,757.880505758136,86512.9,0.00876031789199225,-4.73752308565206,-0.080471675890081
"Jiangsu",2018,764.049312673139,93456.3,0.00817547145214543,-4.80661689387446,-0.0690938082224042
"Jiangsu",2019,800.803663319188,99836.9,0.00802111907840876,-4.82567733087676,-0.0190604370022962
"Jiangsu",2020,773.971149426631,104566.6,0.00740170522352865,-4.90604486970624,-0.0803675388294831
"Jiangsu",2021,817.680205639677,119853.2,0.00682234771904027,-4.98755162603539,-0.0815067563291478
"Jiangxi",2008,130.289268988666,7028.7,0.0185367520293463,-3.98799992138965,NA
"Jiangxi",2009,142.182095984308,7733,0.0183864083776423,-3.99614356245023,-0.0081436410605833
"Jiangxi",2010,151.892778529027,9503.4,0.0159829933001901,-4.13623004077921,-0.140086478328977
"Jiangxi",2011,165.332738826907,11717.4,0.0141100191874398,-4.26087015327144,-0.124640112492229
"Jiangxi",2012,166.15725369851,12952.8,0.0128279023607645,-4.3561326085955,-0.0952624553240611
"Jiangxi",2013,202.405365373549,14473.4,0.0139846453061167,-4.26979531510128,0.0863372934942159
"Jiangxi",2014,207.660080446449,15858.6,0.0130944774725669,-4.335564704639,-0.0657693895377163
"Jiangxi",2015,216.135882537863,17031.1,0.0126906590025226,-4.36688906775135,-0.0313243631123532
"Jiangxi",2016,219.102571420849,18761.2,0.0116784945217176,-4.45000620357812,-0.0831171358267691
"Jiangxi",2017,228.979603007775,20497.6,0.0111710445616938,-4.49443015534993,-0.0444239517718037
"Jiangxi",2018,236.629284772599,23016.9,0.0102806757110036,-4.57748929047291,-0.0830591351229844
"Jiangxi",2019,242.308256497832,24724,0.00980052809002717,-4.62531900801998,-0.0478297175470725
"Jiangxi",2020,241.516307343098,25825.4,0.00935189028410393,-4.67217678669214,-0.0468577786721625
"Jiangxi",2021,245.414804786767,29838.2,0.00822485286601627,-4.80059487112095,-0.128418084428802
"Jilin",2008,179.356841780455,4905.4,0.0365631430220685,-3.30871456721634,NA
"Jilin",2009,185.731687179948,5515.3,0.0336757179446173,-3.39097823710251,-0.0822636698861703
"Jilin",2010,202.647674262803,6505.9,0.0311482922059674,-3.46899586010017,-0.0780176229976588
"Jilin",2011,234.433201893691,7857.7,0.02983483740709,-3.51207852776016,-0.0430826676599936
"Jilin",2012,229.936903092386,8831.3,0.026036586130285,-3.64825257122377,-0.136174043463609
"Jilin",2013,223.477678174203,9608.6,0.0232580894380246,-3.76110227464509,-0.112849703421322
"Jilin",2014,223.31449659944,10077,0.022160811412071,-3.80942980170522,-0.0483275270601227
"Jilin",2015,208.313595988104,10162.9,0.0204974560399201,-3.88745449615192,-0.0780246944467065
"Jilin",2016,201.394047335111,10603.5,0.0189931670990816,-3.96367599086089,-0.0762214947089701
"Jilin",2017,204.336008241019,11083,0.0184368860634322,-3.99340194369102,-0.0297259528301268
"Jilin",2018,196.318432034517,11437.4,0.0171646031470891,-4.06490597222969,-0.0715040285386719
"Jilin",2019,203.661561288323,11949.4,0.0170436642248417,-4.07197674402893,-0.00707077179923399
"Jilin",2020,200.593821511083,12499.5,0.0160481476467925,-4.13216184748132,-0.0601851034523904
"Jilin",2021,204.625419509102,13431.1,0.0152351944002429,-4.18414710651804,-0.0519852590367229
"Liaoning",2008,371.406413845229,12303,0.03018828040683,-3.50030149591742,NA
"Liaoning",2009,406.892743051116,13003.2,0.031291739191208,-3.46440113987357,0.0359003560438453
"Liaoning",2010,458.759677276089,14105.8,0.0325227691641799,-3.42581484527775,0.0385862945958224
"Liaoning",2011,471.242756369063,16585.3,0.0284132790102719,-3.56089867230791,-0.135083827030162
"Liaoning",2012,481.316773031272,18127.6,0.0265515993860893,-3.62866529257791,-0.0677666202699965
"Liaoning",2013,502.555428956762,19534.3,0.0257268204623028,-3.66022123349556,-0.0315559409176562
"Liaoning",2014,506.38679603461,20381.5,0.0248454135384839,-3.69508210932965,-0.0348608758340876
"Liaoning",2015,493.944343166703,20657.8,0.0239107912346282,-3.73342540585416,-0.0383432965245079
"Liaoning",2016,480.46909233874,20832,0.0230639925277813,-3.76948264262366,-0.0360572367695018
"Liaoning",2017,496.832435319365,22105.4,0.0224756138915995,-3.79532438457704,-0.0258417419533776
"Liaoning",2018,521.002778610988,24113.5,0.0216062694594724,-3.83477175365385,-0.0394473690768082
"Liaoning",2019,533.388435865284,25665.9,0.0207819883918072,-3.87366861012141,-0.0388968564675625
"Liaoning",2020,543.873935285828,25839,0.0210485674865834,-3.86092277406335,0.0127458360580581
"Liaoning",2021,545.674048308261,28471,0.0191659600403309,-3.95461948798756,-0.0936967139242091
"Ningxia",2008,75.3902521391059,1153.7,0.0653464957433526,-2.72805146325169,NA
"Ningxia",2009,79.9977662350173,1284.8,0.0622647620135564,-2.77635963097073,-0.0483081677190356
"Ningxia",2010,97.9151904224545,1595.3,0.0613772898028299,-2.79071538516698,-0.0143557541962527
"Ningxia",2011,139.837826326354,1959.3,0.0713713195153137,-2.63985917779521,0.15085620737177
"Ningxia",2012,136.586139015751,2162,0.0631758274818458,-2.76183352754521,-0.121974349750001
"Ningxia",2013,144.108362423488,2364.9,0.060936345056234,-2.79792548332702,-0.0360919557818087
"Ningxia",2014,144.572756369138,2516.4,0.0574522160106254,-2.85680170257445,-0.0588762192474275
"Ningxia",2015,141.821275481159,2644.7,0.0536247118694594,-2.92574527481209,-0.0689435722376381
"Ningxia",2016,139.49294795748,2853.3,0.0488882865305017,-3.01821745044896,-0.0924721756368792
"Ningxia",2017,178.62443190329,3271.6,0.0545984936738263,-2.9077489850033,0.110468465445659
"Ningxia",2018,191.589038029348,3580.6,0.0535075233283102,-2.92793301200759,-0.0201840270042832
"Ningxia",2019,212.413783553335,3841.5,0.055294490056836,-2.89508201272655,0.0328509992810422
"Ningxia",2020,225.910830195951,4036.2,0.0559711684742955,-2.88291856950037,0.0121634432261772
"Ningxia",2021,235.318051076706,4666.5,0.0504270976270665,-2.98722659705682,-0.104308027556451
"Qinghai",2008,31.5743831821182,909.2,0.0347276541818282,-3.36021895894078,NA
"Qinghai",2009,33.4567010245663,953.3,0.0350956687554456,-3.34967755340514,0.0105414055356388
"Qinghai",2010,32.011273447716,1160.8,0.0275769068295279,-3.59077656557052,-0.241099012165385
"Qinghai",2011,36.8548645069952,1388.3,0.0265467582705433,-3.6288476377868,-0.0380710722162774
"Qinghai",2012,44.9078850164483,1547.9,0.0290121358075123,-3.54004106041126,0.0888065773755411
"Qinghai",2013,48.1493511776158,1736.1,0.0277342037772109,-3.58508883411811,-0.0450477737068513
"Qinghai",2014,48.7531564259549,1875.1,0.0260002967446829,-3.64964732776875,-0.0645584936506389
"Qinghai",2015,51.356416779516,2054.3,0.0249994727057957,-3.68890054610454,-0.039253218335793
"Qinghai",2016,56.6716968474342,2310.7,0.024525770046927,-3.70803087557605,-0.0191303294715031
"Qinghai",2017,53.4861511074583,2517,0.0212499607101543,-3.85140023254734,-0.14336935697129
"Qinghai",2018,51.9379739318779,2799.9,0.01854993890206,-3.9872887836236,-0.135888551076266
"Qinghai",2019,51.7524033337068,3020.2,0.0171354225990685,-4.06660746104352,-0.0793186774199182
"Qinghai",2020,47.9265034692119,3080.6,0.0155575223882399,-4.16321100245782,-0.0966035414143036
"Qinghai",2021,56.3810183420015,3446.3,0.0163598695244179,-4.11292392311942,0.0502870793384078
"Shaanxi",2008,165.361509604559,7256.8,0.0227871113444713,-3.78156019476861,NA
"Shaanxi",2009,185.950595134729,8094.9,0.022971327025007,-3.77350849185553,0.00805170291307178
"Shaanxi",2010,225.257072763346,9973,0.0225866913429605,-3.79039442479108,-0.0168859329355482
"Shaanxi",2011,248.071823817291,12320.1,0.0201355365473731,-3.90526903753572,-0.114874612744634
"Shaanxi",2012,268.677029983577,14311.5,0.0187735059206636,-3.97530866262555,-0.0700396250898336
"Shaanxi",2013,273.346827855695,16106.3,0.0169714228504184,-4.07622435820552,-0.10091569557997
"Shaanxi",2014,285.34407571155,17635.6,0.0161800038394809,-4.12397913005386,-0.0477547718483455
"Shaanxi",2015,284.025106293031,18188.3,0.015615813808494,-4.15947117250659,-0.0354920424527219
"Shaanxi",2016,272.288743204809,19354.6,0.0140684252428265,-4.26382233715974,-0.104351164653156
"Shaanxi",2017,274.029639185478,21776.1,0.0125839631148589,-4.37533204434466,-0.111509707184916
"Shaanxi",2018,276.165925723287,24354.8,0.0113392811980918,-4.47948236910319,-0.104150324758531
"Shaanxi",2019,296.2725401668,26214.5,0.0113018573753762,-4.48278819726871,-0.0033058281655185
"Shaanxi",2020,309.784522890704,26297,0.0117802229490324,-4.44133317487393,0.0414550223947829
"Shaanxi",2021,339.104428070125,30476.6,0.0111267145308245,-4.49840634767406,-0.057073172800135
"Shandong",2008,697.730108206895,27460.2,0.0254087773653103,-3.67266059908827,NA
"Shandong",2009,717.996111404959,29957.2,0.0239673972001709,-3.73106082215674,-0.0584002230684635
"Shandong",2010,795.764140397353,34429.4,0.0231129250116863,-3.76736329361433,-0.0363024714575908
"Shandong",2011,831.190785238098,39622,0.0209780118428675,-3.86428044490539,-0.0969171512910623
"Shandong",2012,873.528980756926,43584.3,0.0200422854274802,-3.90991096598048,-0.0456305210750876
"Shandong",2013,795.312910034458,48058.1,0.0165489877884157,-4.10143033985027,-0.191519373869793
"Shandong",2014,819.946931650812,51552.7,0.0159050240171865,-4.14112024374215,-0.0396899038918779
"Shandong",2015,855.289353511037,56159.1,0.0152297553470593,-4.18450417608726,-0.0433839323451153
"Shandong",2016,864.255269651618,59702.6,0.0144760072367304,-4.23526267336847,-0.0507584972812083
"Shandong",2017,837.091018686765,63958.6,0.0130880134756978,-4.33605846949989,-0.100795796131417
"Shandong",2018,902.904569958245,67864.4,0.0133045391981399,-4.31965000888844,0.0164084606114452
"Shandong",2019,938.623952753534,72024.3,0.0130320454728964,-4.34034391836248,-0.020693909474037
"Shandong",2020,927.635533074158,74355.9,0.012475614350363,-4.38397939203504,-0.0436354736725573
"Shandong",2021,947.162916768497,84838,0.0111643711163452,-4.49502772162255,-0.111048329587516
"Shanghai",2008,178.154545696192,14877.1,0.0119750855809393,-4.42492698907693,NA
"Shanghai",2009,179.058757628587,16181.4,0.0110657148101269,-4.50390370656009,-0.0789767174831546
"Shanghai",2010,195.503028277744,18319.6,0.0106717956875556,-4.54015093471143,-0.0362472281513453
"Shanghai",2011,201.494692074047,20406.1,0.00987423819711001,-4.6178261157672,-0.0776751810557688
"Shanghai",2012,195.926394292253,21774.9,0.00899780914228092,-4.71077415991493,-0.0929480441477279
"Shanghai",2013,207.6336299104,23809.4,0.00872065780365738,-4.74206060770718,-0.0312864477922448
"Shanghai",2014,194.219946924818,25964.5,0.00748021132410862,-4.89549423550865,-0.153433627801474
"Shanghai",2015,195.323781792194,27821.6,0.00702058047675885,-4.95890937536598,-0.0634151398573275
"Shanghai",2016,194.70978472737,30963.9,0.00628828360533943,-5.06906712224201,-0.110157746876031
"Shanghai",2017,196.153508548694,34378.3,0.00570573613438401,-5.16628327079602,-0.0972161485540113
"Shanghai",2018,190.641610428532,37769.1,0.00504755502324735,-5.28885130674757,-0.122568035951555
"Shanghai",2019,192.912182202166,40241.2,0.00479389735400947,-5.34041155454471,-0.0515602477971395
"Shanghai",2020,179.89884417441,41603.9,0.00432408606343179,-5.44355447574188,-0.103142921197162
"Shanghai",2021,194.07221824893,47059.4,0.0041239841189843,-5.49093556371158,-0.0473810879697085
"Shanxi",2008,370.905572222662,7295.8,0.0508382318899451,-2.97910661119749,NA
"Shanxi",2009,375.424135643172,7231.2,0.0519172662411732,-2.95810386126273,0.0210027499347634
"Shanxi",2010,443.010211698084,9004.5,0.0491987574766043,-3.01188691034334,-0.0537830490806099
"Shanxi",2011,474.815966623553,11005.1,0.0431450842449003,-3.14318679042439,-0.131299880081052
"Shanxi",2012,501.494772546674,11819.7,0.0424287226026611,-3.15992972621542,-0.0167429357910245
"Shanxi",2013,508.75768023823,12171.8,0.0417980643978894,-3.17490524679418,-0.0149755205787678
"Shanxi",2014,498.32294433857,12307,0.0404910168472065,-3.2066751357141,-0.0317698889199178
"Shanxi",2015,461.609438446486,12036.1,0.0383520773711157,-3.2609465838976,-0.0542714481834947
"Shanxi",2016,474.563664000773,12160.1,0.0390262961653911,-3.24351959941302,0.0174269844845742
"Shanxi",2017,508.588454203344,14679.1,0.0346471142102271,-3.36254084079066,-0.119021241377636
"Shanxi",2018,541.683591128264,16153.1,0.0335343427037698,-3.39518520992758,-0.0326443691369271
"Shanxi",2019,564.863335419597,17311,0.0326303122534572,-3.4225135989021,-0.0273283889745106
"Shanxi",2020,583.248583824907,18202.7,0.0320418720203545,-3.44071173088723,-0.018198131985133
"Shanxi",2021,613.728119536092,23087.8,0.0265823560294221,-3.62750759044459,-0.186795859557363
"Sichuan",2008,230.142200424072,12941.4,0.0177834083193527,-4.02948937326548,NA
"Sichuan",2009,263.114779515293,14396.2,0.0182766827020528,-4.00212920086538,0.0273601724001056
"Sichuan",2010,304.460861989703,17466.7,0.0174309321159523,-4.04950894320067,-0.0473797423352904
"Sichuan",2011,308.646932392617,21313.1,0.0144815598102865,-4.23487917612126,-0.185370232920595
"Sichuan",2012,338.287215735507,24224.9,0.0139644421952416,-4.27124102343741,-0.0363618473161464
"Sichuan",2013,351.769103097847,26858.4,0.0130971726944958,-4.33535889691621,-0.0641178734788008
"Sichuan",2014,351.479893606324,29357.5,0.0119724054707085,-4.42515082131357,-0.0897919243973639
"Sichuan",2015,332.377429265006,30829.1,0.0107812887585108,-4.52994316976466,-0.104792348451084
"Sichuan",2016,319.09752066659,33879.2,0.00941868523066041,-4.66505977225169,-0.13511660248703
"Sichuan",2017,318.840771464251,38517.1,0.00827790180112863,-4.7941657483584,-0.129105976106714
"Sichuan",2018,296.312542841121,43539,0.00680568094905996,-4.98999758189527,-0.195831833536865
"Sichuan",2019,315.163355136338,47168.6,0.00668163471326981,-5.00839260381668,-0.0183950219214104
"Sichuan",2020,307.553488361691,49445.1,0.00622010044193845,-5.07996922413981,-0.0715766203231363
"Sichuan",2021,314.901880950459,55131.3,0.00571185299367979,-5.16521179067664,-0.0852425665368228
"Tianjin",2008,110.230151604369,5278.3,0.0208836465536951,-3.86878888783987,NA
"Tianjin",2009,122.346881505351,5828.6,0.0209907836367826,-3.86367181203121,0.00511707580866316
"Tianjin",2010,139.152455087994,6991.6,0.0199028055220541,-3.91689457618083,-0.0532227641496212
"Tianjin",2011,154.289343771918,8240.8,0.0187226171939518,-3.97802301033561,-0.0611284341547793
"Tianjin",2012,160.325300138126,9193,0.0174399325724057,-4.04899272676992,-0.0709697164343059
"Tianjin",2013,159.651405048541,10075.2,0.015845978744694,-4.14483951780727,-0.0958467910373546
"Tianjin",2014,158.105102633357,10749.2,0.0147085459972237,-4.21932659376656,-0.0744870759592873
"Tianjin",2015,154.353027442504,10889.2,0.0141748730340616,-4.25628438644113,-0.036957792674567
"Tianjin",2016,148.945871170961,11487,0.012966472636107,-4.34538828093418,-0.0891038944930536
"Tianjin",2017,143.990987149696,12468.2,0.0115486587598608,-4.46118597344471,-0.115797692510527
"Tianjin",2018,154.336749792366,13411.1,0.0115081350368252,-4.46470109919196,-0.00351512574725188
"Tianjin",2019,158.466482039819,14097.2,0.011240989844779,-4.48818837391192,-0.0234872747199635
"Tianjin",2020,161.872530601664,14230.8,0.0113748018805453,-4.47635473139172,0.0118336425202008
"Tianjin",2021,155.545984470301,16093.2,0.00966532351989044,-4.63921069353592,-0.162855962144201
"Xinjiang",2008,137.18970466869,4183.9,0.0327899100525085,-3.41763443126724,NA
"Xinjiang",2009,156.913401190345,4289.5,0.0365808138921425,-3.30823138661843,0.109403044648809
"Xinjiang",2010,169.318860391565,5425.4,0.031208548750611,-3.46706322328039,-0.158831836661963
"Xinjiang",2011,206.386970478773,6607.6,0.0312347857737716,-3.46622287659153,0.000840346688863125
"Xinjiang",2012,256.080891538687,7499.5,0.0341463952981782,-3.37709825349483,0.0891246230966942
"Xinjiang",2013,296.459224112884,8518.4,0.0348022192093449,-3.35807412385148,0.0190241296433555
"Xinjiang",2014,332.081926831215,9400.2,0.0353271129158119,-3.34310453858921,0.0149695852622629
"Xinjiang",2015,345.729701462627,9545.7,0.0362183707284565,-3.31818881018753,0.0249157284016865
"Xinjiang",2016,373.612506116726,9913.9,0.0376857247013512,-3.2784739113727,0.0397148988148244
"Xinjiang",2017,407.756088491733,11460.8,0.0355783268612779,-3.33601862254722,-0.0575447111745206
"Xinjiang",2018,421.422550385871,13110.1,0.0321448768801055,-3.4375021915372,-0.101483568989972
"Xinjiang",2019,455.274574437606,14024.9,0.0324618766934243,-3.42768890299627,0.00981328854092967
"Xinjiang",2020,466.895607300014,14262.2,0.0327365769166057,-3.41926226606036,0.0084266369359054
"Xinjiang",2021,520.710125694009,16791.5,0.031010340094334,-3.47343457868277,-0.0541723126224118
"Yunnan",2008,163.765254264694,6120.6,0.0267564052976332,-3.62098138392498,NA
"Yunnan",2009,187.167017428968,6690.2,0.027976296288447,-3.57639768846906,0.0445836954559193
"Yunnan",2010,198.126342692032,7869.9,0.0251752046013332,-3.68189571324735,-0.105498024778294
"Yunnan",2011,209.161009084033,9666.2,0.0216383903792631,-3.83328620950492,-0.151390496257569
"Yunnan",2012,215.818475312003,11266.3,0.0191561093981168,-3.95513358561201,-0.121847376107087
"Yunnan",2013,211.506979912879,13027,0.0162360466656083,-4.12052140580364,-0.165387820191629
"Yunnan",2014,199.73043717106,14275.1,0.0139915263060196,-4.26930339646874,-0.148781990665101
"Yunnan",2015,179.815726217958,15358.6,0.0117078201280038,-4.44749827344067,-0.178194876971936
"Yunnan",2016,183.884608881383,16773.6,0.0109627395956374,-4.51325306559224,-0.0657547921515675
"Yunnan",2017,199.008898534891,18864.6,0.0105493304143682,-4.55169288890662,-0.0384398233143841
"Yunnan",2018,212.244111484533,21427.5,0.00990522046363474,-4.61469334126663,-0.0630004523600043
"Yunnan",2019,223.279321499963,23902.1,0.0093414102317354,-4.67329804973049,-0.0586047084638572
"Yunnan",2020,235.642074451337,25214.5,0.00934549860006491,-4.67286048475583,0.000437564974660631
"Yunnan",2021,234.368091542853,27895.3,0.00840170536050349,-4.7793205746309,-0.106460089875076
"Zhejiang",2008,330.161126031889,21607.9,0.0152796489261746,-4.18123347154341,NA
"Zhejiang",2009,338.474607812529,23227.5,0.0145721497282329,-4.22864312482459,-0.047409653281183
"Zhejiang",2010,361.120355733812,27902.2,0.012942361381318,-4.3472495195938,-0.118606394769213
"Zhejiang",2011,382.705656145378,32353.1,0.0118290258474575,-4.43719895032856,-0.0899494307347597
"Zhejiang",2012,380.758441162038,34978.5,0.010885499411411,-4.5203237046489,-0.0831247543203339
"Zhejiang",2013,382.428833355554,38023.3,0.0100577496786327,-4.59941182932964,-0.0790881246807373
"Zhejiang",2014,378.777646276331,40744.1,0.00929650296058402,-4.67811697528199,-0.0787051459523536
"Zhejiang",2015,378.841713867574,44222,0.0085668154734651,-4.75985920545654,-0.0817422301745507
"Zhejiang",2016,374.571910642678,48095.8,0.00778803784618777,-4.8551663319324,-0.0953071264758636
"Zhejiang",2017,384.564190075313,53135.2,0.00723746574917028,-4.92848416850593,-0.0733178365735236
"Zhejiang",2018,388.825337517578,59311.7,0.00655562625110355,-5.02743162840414,-0.0989474598982145
"Zhejiang",2019,381.407215710234,64632,0.00590121326448561,-5.13259731116266,-0.105165682758519
"Zhejiang",2020,386.972900857218,67164.5,0.00576156899637782,-5.15654544616269,-0.0239481350000332
"Zhejiang",2021,442.202952948787,76765.3,0.00576045365482564,-5.15673904785737,-0.000193601694672196
